Date,Chip,Size,Chips Sold,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Sweet Potato Cinnamon Sugar,6oz,13,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Sweet Potato Cinnamon Sugar,6oz,26,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Sweet Potato Cinnamon Sugar,6oz,6,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Sweet Potato Cinnamon Sugar,6oz,12,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Sweet Potato Cinnamon Sugar,6oz,119,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Sweet Potato Cinnamon Sugar,6oz,66,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Sweet Potato Cinnamon Sugar,6oz,20,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Sweet Potato Cinnamon Sugar,6oz,58,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Sweet Potato Cinnamon Sugar,6oz,25,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Sweet Potato Cinnamon Sugar,6oz,30,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Sweet Potato Cinnamon Sugar,6oz,27,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/09,Sweet Potato Cinnamon Sugar,6oz,71,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,Sweet Potato Cinnamon Sugar,6oz,43,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/09,Sweet Potato Cinnamon Sugar,6oz,73,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/09,Sweet Potato Cinnamon Sugar,6oz,106,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,Sweet Potato Cinnamon Sugar,6oz,91,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,Sweet Potato Cinnamon Sugar,6oz,89,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/09,Sweet Potato Cinnamon Sugar,6oz,72,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,Sweet Potato Cinnamon Sugar,6oz,68,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,Sweet Potato Cinnamon Sugar,6oz,28,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/10,Sweet Potato Cinnamon Sugar,6oz,43,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/10,Sweet Potato Cinnamon Sugar,6oz,51,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/10,Sweet Potato Cinnamon Sugar,6oz,11,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,Sweet Potato Cinnamon Sugar,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/10,Sweet Potato Cinnamon Sugar,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/10,Sweet Potato Cinnamon Sugar,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,Sweet Potato Cinnamon Sugar,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/10,Sweet Potato Cinnamon Sugar,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/10,Sweet Potato Cinnamon Sugar,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/10,Sweet Potato Cinnamon Sugar,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/10,Sweet Potato Cinnamon Sugar,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/06,Sweet Potato,1.5oz,922,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/06,Sweet Potato,1.5oz,885,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,Sweet Potato,1.5oz,934,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/06,Sweet Potato,1.5oz,636,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/06,Sweet Potato,1.5oz,41,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/06,Sweet Potato,1.5oz,1093,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/06,Sweet Potato,1.5oz,643,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/06,Sweet Potato,1.5oz,1023,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/06,Sweet Potato,1.5oz,919,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,Sweet Potato,1.5oz,1168,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/07,Sweet Potato,1.5oz,961,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,Sweet Potato,1.5oz,1457,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/07,Sweet Potato,1.5oz,1003,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/07,Sweet Potato,1.5oz,1413,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,Sweet Potato,1.5oz,1230,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,Sweet Potato,1.5oz,78,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/07,Sweet Potato,1.5oz,23,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/07,Sweet Potato,1.5oz,69,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/07,Sweet Potato,1.5oz,799,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/07,Sweet Potato,1.5oz,1165,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/07,Sweet Potato,1.5oz,945,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/08,Sweet Potato,1.5oz,1034,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,Sweet Potato,1.5oz,1482,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,Sweet Potato,1.5oz,518,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,Sweet Potato,1.5oz,1391,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,Sweet Potato,1.5oz,108,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Sweet Potato,1.5oz,620,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Sweet Potato,1.5oz,585,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Sweet Potato,1.5oz,21,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Sweet Potato,1.5oz,439,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Sweet Potato,1.5oz,2152,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Sweet Potato,1.5oz,1042,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Sweet Potato,1.5oz,613,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Sweet Potato,1.5oz,1091,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Sweet Potato,1.5oz,785,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Sweet Potato,1.5oz,2341,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Sweet Potato,1.5oz,228,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/09,Sweet Potato,1.5oz,2118,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,Sweet Potato,1.5oz,1578,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/09,Sweet Potato,1.5oz,1672,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/09,Sweet Potato,1.5oz,1079,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,Sweet Potato,1.5oz,1932,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,Sweet Potato,1.5oz,1368,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/09,Sweet Potato,1.5oz,1864,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,Sweet Potato,1.5oz,1568,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,Sweet Potato,1.5oz,732,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/10,Sweet Potato,1.5oz,1447,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/10,Sweet Potato,1.5oz,1673,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/10,Sweet Potato,1.5oz,1798,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,Sweet Potato,1.5oz,1603,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/10,Sweet Potato,1.5oz,1701,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/10,Sweet Potato,1.5oz,1582,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,Sweet Potato,1.5oz,2035,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/10,Sweet Potato,1.5oz,760,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/10,Sweet Potato,1.5oz,2074,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/10,Sweet Potato,1.5oz,2193,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/10,Sweet Potato,1.5oz,1409,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/06,Sweet Potato,5oz,176,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/06,Sweet Potato,5oz,760,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,Sweet Potato,5oz,749,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/06,Sweet Potato,5oz,95,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/06,Sweet Potato,5oz,24,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/06,Sweet Potato,5oz,176,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/06,Sweet Potato,5oz,397,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/06,Sweet Potato,5oz,302,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/06,Sweet Potato,5oz,859,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,Sweet Potato,5oz,825,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/07,Sweet Potato,5oz,163,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,Sweet Potato,5oz,876,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/07,Sweet Potato,5oz,738,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/07,Sweet Potato,5oz,381,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,Sweet Potato,5oz,1325,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,Sweet Potato,5oz,643,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/07,Sweet Potato,5oz,220,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/07,Sweet Potato,5oz,51,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/07,Sweet Potato,5oz,59,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/07,Sweet Potato,5oz,1678,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/07,Sweet Potato,5oz,194,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/08,Sweet Potato,5oz,653,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,Sweet Potato,5oz,241,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,Sweet Potato,5oz,1279,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,Sweet Potato,5oz,274,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,Sweet Potato,5oz,132,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Sweet Potato,5oz,642,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Sweet Potato,5oz,601,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Sweet Potato,5oz,15,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Sweet Potato,5oz,1277,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Sweet Potato,5oz,810,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Sweet Potato,5oz,333,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Sweet Potato,5oz,1077,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Sweet Potato,5oz,800,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Sweet Potato,5oz,526,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Sweet Potato,5oz,703,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Sweet Potato,5oz,674,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/09,Sweet Potato,5oz,1212,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,Sweet Potato,5oz,1384,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/09,Sweet Potato,5oz,1045,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/09,Sweet Potato,5oz,830,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,Sweet Potato,5oz,1771,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,Sweet Potato,5oz,654,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/09,Sweet Potato,5oz,827,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,Sweet Potato,5oz,570,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,Sweet Potato,5oz,491,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/10,Sweet Potato,5oz,1081,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/10,Sweet Potato,5oz,948,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/10,Sweet Potato,5oz,1425,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,Sweet Potato,5oz,848,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/10,Sweet Potato,5oz,633,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/10,Sweet Potato,5oz,557,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,Sweet Potato,5oz,1057,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/10,Sweet Potato,5oz,240,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/10,Sweet Potato,5oz,940,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/10,Sweet Potato,5oz,1139,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/10,Sweet Potato,5oz,865,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
